FIPS,MILK_PRICE10,SODA_PRICE10,MILK_SODA_PRICE10,SODATAX_STORES14,SODATAX_VENDM14,CHIPSTAX_STORES14,CHIPSTAX_VENDM14,FOOD_TAX14
5011,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5013,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5015,1.0959379999999999,0.9748207,1.040049,1.5,1.5,1.5,1.5,1.5
5017,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5019,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5021,0.9703046000000001,0.9722158999999999,0.9232891,1.5,1.5,1.5,1.5,1.5
5023,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5025,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5027,1.0959379999999999,0.9748207,1.040049,1.5,1.5,1.5,1.5,1.5
5029,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5031,0.9703046000000001,0.9722158999999999,0.9232891,1.5,1.5,1.5,1.5,1.5
5033,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5035,0.9703046000000001,0.9722158999999999,0.9232891,1.5,1.5,1.5,1.5,1.5
5037,0.9703046000000001,0.9722158999999999,0.9232891,1.5,1.5,1.5,1.5,1.5
5039,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5041,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5043,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5045,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5047,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5049,1.0959379999999999,0.9748207,1.040049,1.5,1.5,1.5,1.5,1.5
5051,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5053,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5055,0.9703046000000001,0.9722158999999999,0.9232891,1.5,1.5,1.5,1.5,1.5
5057,1.0959379999999999,0.9748207,1.040049,1.5,1.5,1.5,1.5,1.5
5059,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5061,1.0959379999999999,0.9748207,1.040049,1.5,1.5,1.5,1.5,1.5
5063,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5065,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5067,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5069,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5071,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5073,1.0959379999999999,0.9748207,1.040049,1.5,1.5,1.5,1.5,1.5
5075,0.9703046000000001,0.9722158999999999,0.9232891,1.5,1.5,1.5,1.5,1.5
5077,0.9703046000000001,0.9722158999999999,0.9232891,1.5,1.5,1.5,1.5,1.5
5079,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5081,1.0959379999999999,0.9748207,1.040049,1.5,1.5,1.5,1.5,1.5
5083,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5085,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5087,1.0959379999999999,0.9748207,1.040049,1.5,1.5,1.5,1.5,1.5
5089,1.0959379999999999,0.9748207,1.040049,1.5,1.5,1.5,1.5,1.5
5091,1.0959379999999999,0.9748207,1.040049,1.5,1.5,1.5,1.5,1.5
5093,0.9703046000000001,0.9722158999999999,0.9232891,1.5,1.5,1.5,1.5,1.5
5095,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5097,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5099,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5101,1.0959379999999999,0.9748207,1.040049,1.5,1.5,1.5,1.5,1.5
5103,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5105,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5107,0.9703046000000001,0.9722158999999999,0.9232891,1.5,1.5,1.5,1.5,1.5
5109,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5111,0.9703046000000001,0.9722158999999999,0.9232891,1.5,1.5,1.5,1.5,1.5
5113,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5115,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5117,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5119,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5121,0.9703046000000001,0.9722158999999999,0.9232891,1.5,1.5,1.5,1.5,1.5
5123,0.9703046000000001,0.9722158999999999,0.9232891,1.5,1.5,1.5,1.5,1.5
5125,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5127,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5129,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5131,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5133,1.0959379999999999,0.9748207,1.040049,1.5,1.5,1.5,1.5,1.5
5135,0.9703046000000001,0.9722158999999999,0.9232891,1.5,1.5,1.5,1.5,1.5
5137,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5139,1.0959379999999999,0.9748207,1.040049,1.5,1.5,1.5,1.5,1.5
5141,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5143,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5145,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5147,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
5149,1.053402,0.9502338,1.025548,1.5,1.5,1.5,1.5,1.5
6001,1.122215,1.1644219999999998,0.8915755,6.5,6.5,0.0,6.5,0.0
6003,1.032918,1.089488,0.8770728000000001,6.5,6.5,0.0,6.5,0.0
6005,1.032918,1.089488,0.8770728000000001,6.5,6.5,0.0,6.5,0.0
6007,0.9964433000000001,1.1305459999999998,0.8153738,6.5,6.5,0.0,6.5,0.0
6009,1.032918,1.089488,0.8770728000000001,6.5,6.5,0.0,6.5,0.0
6011,1.032918,1.089488,0.8770728000000001,6.5,6.5,0.0,6.5,0.0
6013,1.122215,1.1644219999999998,0.8915755,6.5,6.5,0.0,6.5,0.0
6015,0.9964433000000001,1.1305459999999998,0.8153738,6.5,6.5,0.0,6.5,0.0
6017,1.032918,1.089488,0.8770728000000001,6.5,6.5,0.0,6.5,0.0
6019,0.9964433000000001,1.1305459999999998,0.8153738,6.5,6.5,0.0,6.5,0.0
6021,0.9964433000000001,1.1305459999999998,0.8153738,6.5,6.5,0.0,6.5,0.0
6023,0.9964433000000001,1.1305459999999998,0.8153738,6.5,6.5,0.0,6.5,0.0
6025,0.9964433000000001,1.1305459999999998,0.8153738,6.5,6.5,0.0,6.5,0.0
6027,0.9964433000000001,1.1305459999999998,0.8153738,6.5,6.5,0.0,6.5,0.0
6029,0.9964433000000001,1.1305459999999998,0.8153738,6.5,6.5,0.0,6.5,0.0
6031,0.9964433000000001,1.1305459999999998,0.8153738,6.5,6.5,0.0,6.5,0.0
6033,1.122215,1.1644219999999998,0.8915755,6.5,6.5,0.0,6.5,0.0
6035,0.9964433000000001,1.1305459999999998,0.8153738,6.5,6.5,0.0,6.5,0.0
6037,1.019708,1.102873,0.8553470999999999,6.5,6.5,0.0,6.5,0.0
6039,0.9964433000000001,1.1305459999999998,0.8153738,6.5,6.5,0.0,6.5,0.0
6041,1.122215,1.1644219999999998,0.8915755,6.5,6.5,0.0,6.5,0.0
6043,0.9964433000000001,1.1305459999999998,0.8153738,6.5,6.5,0.0,6.5,0.0
6045,1.122215,1.1644219999999998,0.8915755,6.5,6.5,0.0,6.5,0.0
6047,0.9964433000000001,1.1305459999999998,0.8153738,6.5,6.5,0.0,6.5,0.0
6049,0.9964433000000001,1.1305459999999998,0.8153738,6.5,6.5,0.0,6.5,0.0
6051,1.032918,1.089488,0.8770728000000001,6.5,6.5,0.0,6.5,0.0
6053,0.9964433000000001,1.1305459999999998,0.8153738,6.5,6.5,0.0,6.5,0.0
6055,1.122215,1.1644219999999998,0.8915755,6.5,6.5,0.0,6.5,0.0
6057,1.032918,1.089488,0.8770728000000001,6.5,6.5,0.0,6.5,0.0
6059,1.019708,1.102873,0.8553470999999999,6.5,6.5,0.0,6.5,0.0
6061,1.032918,1.089488,0.8770728000000001,6.5,6.5,0.0,6.5,0.0
6063,1.032918,1.089488,0.8770728000000001,6.5,6.5,0.0,6.5,0.0
6065,1.019708,1.102873,0.8553470999999999,6.5,6.5,0.0,6.5,0.0
6067,1.032918,1.089488,0.8770728000000001,6.5,6.5,0.0,6.5,0.0
6069,0.9964433000000001,1.1305459999999998,0.8153738,6.5,6.5,0.0,6.5,0.0
6071,1.019708,1.102873,0.8553470999999999,6.5,6.5,0.0,6.5,0.0
6073,1.032918,1.089488,0.8770728000000001,6.5,6.5,0.0,6.5,0.0
6075,1.122215,1.1644219999999998,0.8915755,6.5,6.5,0.0,6.5,0.0
6077,1.032918,1.089488,0.8770728000000001,6.5,6.5,0.0,6.5,0.0
6079,0.9964433000000001,1.1305459999999998,0.8153738,6.5,6.5,0.0,6.5,0.0
6081,1.122215,1.1644219999999998,0.8915755,6.5,6.5,0.0,6.5,0.0
6083,0.9964433000000001,1.1305459999999998,0.8153738,6.5,6.5,0.0,6.5,0.0
6085,1.122215,1.1644219999999998,0.8915755,6.5,6.5,0.0,6.5,0.0
6087,0.9964433000000001,1.1305459999999998,0.8153738,6.5,6.5,0.0,6.5,0.0
6089,0.9964433000000001,1.1305459999999998,0.8153738,6.5,6.5,0.0,6.5,0.0
6091,1.032918,1.089488,0.8770728000000001,6.5,6.5,0.0,6.5,0.0
6093,0.9964433000000001,1.1305459999999998,0.8153738,6.5,6.5,0.0,6.5,0.0
6095,1.122215,1.1644219999999998,0.8915755,6.5,6.5,0.0,6.5,0.0
6097,1.122215,1.1644219999999998,0.8915755,6.5,6.5,0.0,6.5,0.0
6099,1.032918,1.089488,0.8770728000000001,6.5,6.5,0.0,6.5,0.0
6101,1.032918,1.089488,0.8770728000000001,6.5,6.5,0.0,6.5,0.0
6103,0.9964433000000001,1.1305459999999998,0.8153738,6.5,6.5,0.0,6.5,0.0
6105,0.9964433000000001,1.1305459999999998,0.8153738,6.5,6.5,0.0,6.5,0.0
6107,0.9964433000000001,1.1305459999999998,0.8153738,6.5,6.5,0.0,6.5,0.0
6109,1.032918,1.089488,0.8770728000000001,6.5,6.5,0.0,6.5,0.0
6111,0.9964433000000001,1.1305459999999998,0.8153738,6.5,6.5,0.0,6.5,0.0
6113,1.032918,1.089488,0.8770728000000001,6.5,6.5,0.0,6.5,0.0
6115,1.032918,1.089488,0.8770728000000001,6.5,6.5,0.0,6.5,0.0
8001,0.7460753999999999,0.9951802,0.6935429,2.91,2.91,0.0,0.0,0.0
8003,0.9400685,1.079599,0.8055444,2.91,2.91,0.0,0.0,0.0
8005,0.7460753999999999,0.9951802,0.6935429,2.91,2.91,0.0,0.0,0.0
8007,0.9400685,1.079599,0.8055444,2.91,2.91,0.0,0.0,0.0
8009,0.9400685,1.079599,0.8055444,2.91,2.91,0.0,0.0,0.0
8011,0.9400685,1.079599,0.8055444,2.91,2.91,0.0,0.0,0.0
8013,0.7460753999999999,0.9951802,0.6935429,2.91,2.91,0.0,0.0,0.0
8014,0.7460753999999999,0.9951802,0.6935429,2.91,2.91,0.0,0.0,0.0
8015,0.7460753999999999,0.9951802,0.6935429,2.91,2.91,0.0,0.0,0.0
8017,0.9400685,1.079599,0.8055444,2.91,2.91,0.0,0.0,0.0
8019,0.7460753999999999,0.9951802,0.6935429,2.91,2.91,0.0,0.0,0.0
8021,0.9400685,1.079599,0.8055444,2.91,2.91,0.0,0.0,0.0
8023,0.9400685,1.079599,0.8055444,2.91,2.91,0.0,0.0,0.0
8025,0.9400685,1.079599,0.8055444,2.91,2.91,0.0,0.0,0.0
8027,0.9400685,1.079599,0.8055444,2.91,2.91,0.0,0.0,0.0
8029,0.9400685,1.079599,0.8055444,2.91,2.91,0.0,0.0,0.0
8031,0.7460753999999999,0.9951802,0.6935429,2.91,2.91,0.0,0.0,0.0
8033,0.9400685,1.079599,0.8055444,2.91,2.91,0.0,0.0,0.0
8035,0.7460753999999999,0.9951802,0.6935429,2.91,2.91,0.0,0.0,0.0
8037,0.7460753999999999,0.9951802,0.6935429,2.91,2.91,0.0,0.0,0.0
8039,0.7460753999999999,0.9951802,0.6935429,2.91,2.91,0.0,0.0,0.0
8041,0.7460753999999999,0.9951802,0.6935429,2.91,2.91,0.0,0.0,0.0
8043,0.9400685,1.079599,0.8055444,2.91,2.91,0.0,0.0,0.0
8045,0.9400685,1.079599,0.8055444,2.91,2.91,0.0,0.0,0.0
8047,0.7460753999999999,0.9951802,0.6935429,2.91,2.91,0.0,0.0,0.0
8049,0.7460753999999999,0.9951802,0.6935429,2.91,2.91,0.0,0.0,0.0
8051,0.9400685,1.079599,0.8055444,2.91,2.91,0.0,0.0,0.0
8053,0.9400685,1.079599,0.8055444,2.91,2.91,0.0,0.0,0.0
8055,0.9400685,1.079599,0.8055444,2.91,2.91,0.0,0.0,0.0
8057,0.9400685,1.079599,0.8055444,2.91,2.91,0.0,0.0,0.0
8059,0.7460753999999999,0.9951802,0.6935429,2.91,2.91,0.0,0.0,0.0
8061,0.9400685,1.079599,0.8055444,2.91,2.91,0.0,0.0,0.0
8063,0.9400685,1.079599,0.8055444,2.91,2.91,0.0,0.0,0.0
8065,0.7460753999999999,0.9951802,0.6935429,2.91,2.91,0.0,0.0,0.0
8067,0.9400685,1.079599,0.8055444,2.91,2.91,0.0,0.0,0.0
8069,0.7460753999999999,0.9951802,0.6935429,2.91,2.91,0.0,0.0,0.0
8071,0.9400685,1.079599,0.8055444,2.91,2.91,0.0,0.0,0.0
8073,0.7460753999999999,0.9951802,0.6935429,2.91,2.91,0.0,0.0,0.0
8075,0.7460753999999999,0.9951802,0.6935429,2.91,2.91,0.0,0.0,0.0
8077,0.9400685,1.079599,0.8055444,2.91,2.91,0.0,0.0,0.0
8079,0.9400685,1.079599,0.8055444,2.91,2.91,0.0,0.0,0.0
8081,0.7460753999999999,0.9951802,0.6935429,2.91,2.91,0.0,0.0,0.0
8083,0.9400685,1.079599,0.8055444,2.91,2.91,0.0,0.0,0.0
8085,0.9400685,1.079599,0.8055444,2.91,2.91,0.0,0.0,0.0
8087,0.7460753999999999,0.9951802,0.6935429,2.91,2.91,0.0,0.0,0.0
8089,0.9400685,1.079599,0.8055444,2.91,2.91,0.0,0.0,0.0
8091,0.9400685,1.079599,0.8055444,2.91,2.91,0.0,0.0,0.0
8093,0.7460753999999999,0.9951802,0.6935429,2.91,2.91,0.0,0.0,0.0
8095,0.9400685,1.079599,0.8055444,2.91,2.91,0.0,0.0,0.0
8097,0.9400685,1.079599,0.8055444,2.91,2.91,0.0,0.0,0.0
8099,0.9400685,1.079599,0.8055444,2.91,2.91,0.0,0.0,0.0
8101,0.7460753999999999,0.9951802,0.6935429,2.91,2.91,0.0,0.0,0.0
8103,0.9400685,1.079599,0.8055444,2.91,2.91,0.0,0.0,0.0
8105,0.9400685,1.079599,0.8055444,2.91,2.91,0.0,0.0,0.0
8107,0.7460753999999999,0.9951802,0.6935429,2.91,2.91,0.0,0.0,0.0
8109,0.9400685,1.079599,0.8055444,2.91,2.91,0.0,0.0,0.0
8111,0.9400685,1.079599,0.8055444,2.91,2.91,0.0,0.0,0.0
8113,0.9400685,1.079599,0.8055444,2.91,2.91,0.0,0.0,0.0
8115,0.9400685,1.079599,0.8055444,2.91,2.91,0.0,0.0,0.0
8117,0.7460753999999999,0.9951802,0.6935429,2.91,2.91,0.0,0.0,0.0
8119,0.7460753999999999,0.9951802,0.6935429,2.91,2.91,0.0,0.0,0.0
8121,0.7460753999999999,0.9951802,0.6935429,2.91,2.91,0.0,0.0,0.0
8123,0.7460753999999999,0.9951802,0.6935429,2.91,2.91,0.0,0.0,0.0
8125,0.9400685,1.079599,0.8055444,2.91,2.91,0.0,0.0,0.0
9001,1.217211,0.9060665000000001,1.242792,6.35,6.35,0.0,0.0,0.0
9003,1.1636389999999999,1.072916,1.003332,6.35,6.35,0.0,0.0,0.0
9005,1.1636389999999999,1.072916,1.003332,6.35,6.35,0.0,0.0,0.0
9007,1.1636389999999999,1.072916,1.003332,6.35,6.35,0.0,0.0,0.0
9009,1.1636389999999999,1.072916,1.003332,6.35,6.35,0.0,0.0,0.0
